Nodes,Speed_kmh,Flows,Packet_Rate_pps,Mobility_Seed,Offered_Load_kbps,Flows_per_Node,Rate_x_Flows,Nodes_x_Speed,Speed_per_Flow,Best_Protocol_Composite,Best_Protocol_PDR
50,50,10,2,2,81.92,0.2,20,2500,5,AODV,AODV
50,50,10,2,3,81.92,0.2,20,2500,5,AODV,AODV
50,50,10,2,4,81.92,0.2,20,2500,5,AOMDV,AODV
50,50,10,2,5,81.92,0.2,20,2500,5,AOMDV,AODV
50,50,10,4,1,163.84,0.2,40,2500,5,DSDV,AODV
50,50,10,4,2,163.84,0.2,40,2500,5,AOMDV,AODV
50,50,10,4,3,163.84,0.2,40,2500,5,AOMDV,AODV
50,50,10,4,4,163.84,0.2,40,2500,5,AOMDV,AODV
50,50,10,4,5,163.84,0.2,40,2500,5,AOMDV,AODV
50,50,10,8,1,327.68,0.2,80,2500,5,DSDV,AODV
50,50,10,8,2,327.68,0.2,80,2500,5,DSDV,AODV
50,50,10,8,3,327.68,0.2,80,2500,5,AOMDV,AODV
50,50,10,8,4,327.68,0.2,80,2500,5,DSDV,AODV
50,50,10,8,5,327.68,0.2,80,2500,5,AOMDV,AODV
50,50,15,2,1,122.88,0.3,30,2500,3.3333333333333335,AODV,AODV
50,50,15,2,2,122.88,0.3,30,2500,3.3333333333333335,AODV,AODV
50,50,15,2,3,122.88,0.3,30,2500,3.3333333333333335,AOMDV,AODV
50,50,15,2,4,122.88,0.3,30,2500,3.3333333333333335,AOMDV,AODV
50,50,15,2,5,122.88,0.3,30,2500,3.3333333333333335,AOMDV,AODV
50,50,15,4,1,245.76,0.3,60,2500,3.3333333333333335,AOMDV,AODV
50,50,15,4,2,245.76,0.3,60,2500,3.3333333333333335,AOMDV,AODV
50,50,15,4,3,245.76,0.3,60,2500,3.3333333333333335,AOMDV,AODV
50,50,15,4,4,245.76,0.3,60,2500,3.3333333333333335,AOMDV,AODV
50,50,15,4,5,245.76,0.3,60,2500,3.3333333333333335,AOMDV,AODV
50,50,15,8,1,491.52,0.3,120,2500,3.3333333333333335,AOMDV,AOMDV
50,50,15,8,2,491.52,0.3,120,2500,3.3333333333333335,AODV,AODV
50,50,15,8,3,491.52,0.3,120,2500,3.3333333333333335,AOMDV,AODV
50,50,15,8,4,491.52,0.3,120,2500,3.3333333333333335,DSDV,AODV
50,50,15,8,5,491.52,0.3,120,2500,3.3333333333333335,DSDV,AODV
50,50,20,2,1,163.84,0.4,40,2500,2.5,AOMDV,AODV
50,50,20,2,2,163.84,0.4,40,2500,2.5,AOMDV,AODV
50,50,20,2,3,163.84,0.4,40,2500,2.5,AODV,AODV
50,50,20,2,4,163.84,0.4,40,2500,2.5,AODV,AODV
50,50,20,2,5,163.84,0.4,40,2500,2.5,AOMDV,AODV
50,50,20,4,1,327.68,0.4,80,2500,2.5,AOMDV,AODV
50,50,20,4,2,327.68,0.4,80,2500,2.5,AOMDV,AODV
50,50,20,4,3,327.68,0.4,80,2500,2.5,AOMDV,AODV
50,50,20,4,4,327.68,0.4,80,2500,2.5,AOMDV,AODV
50,50,20,4,5,327.68,0.4,80,2500,2.5,AOMDV,AOMDV
50,50,20,8,1,655.36,0.4,160,2500,2.5,DSDV,AODV
50,50,20,8,2,655.36,0.4,160,2500,2.5,DSDV,DSDV
50,50,20,8,3,655.36,0.4,160,2500,2.5,DSDV,AODV
50,50,20,8,4,655.36,0.4,160,2500,2.5,DSDV,DSDV
50,50,20,8,5,655.36,0.4,160,2500,2.5,DSDV,AOMDV
50,50,25,2,1,204.8,0.5,50,2500,2,AOMDV,AODV
50,50,25,2,2,204.8,0.5,50,2500,2,AOMDV,AODV
50,50,25,2,3,204.8,0.5,50,2500,2,AOMDV,AODV
50,50,25,2,4,204.8,0.5,50,2500,2,AOMDV,AODV
50,50,25,2,5,204.8,0.5,50,2500,2,AOMDV,AODV
50,50,25,4,1,409.6,0.5,100,2500,2,DSDV,AODV
50,50,25,4,2,409.6,0.5,100,2500,2,DSDV,AODV
50,50,25,4,3,409.6,0.5,100,2500,2,AOMDV,AOMDV
50,50,25,4,4,409.6,0.5,100,2500,2,AOMDV,AOMDV
50,50,25,4,5,409.6,0.5,100,2500,2,DSDV,AODV
50,50,25,8,1,819.2,0.5,200,2500,2,DSDV,DSDV
50,50,25,8,2,819.2,0.5,200,2500,2,DSDV,DSDV
50,50,25,8,3,819.2,0.5,200,2500,2,DSDV,DSDV
50,50,25,8,4,819.2,0.5,200,2500,2,DSDV,DSDV
50,50,25,8,5,819.2,0.5,200,2500,2,DSDV,DSDV
100,20,5,2,1,40.96,0.05,10,2000,4,AODV,AODV
100,20,5,2,2,40.96,0.05,10,2000,4,AOMDV,AODV
100,20,5,2,3,40.96,0.05,10,2000,4,AODV,AODV
100,20,5,2,4,40.96,0.05,10,2000,4,AOMDV,AODV
100,20,5,2,5,40.96,0.05,10,2000,4,AODV,AODV
100,20,5,4,1,81.92,0.05,20,2000,4,AOMDV,AODV
100,20,5,4,2,81.92,0.05,20,2000,4,AODV,AODV
100,20,5,4,3,81.92,0.05,20,2000,4,AOMDV,AODV
100,20,5,4,4,81.92,0.05,20,2000,4,AOMDV,AODV
100,20,5,4,5,81.92,0.05,20,2000,4,AOMDV,AODV
100,20,5,8,1,163.84,0.05,40,2000,4,AOMDV,AODV
100,20,5,8,2,163.84,0.05,40,2000,4,AOMDV,AODV
100,20,5,8,3,163.84,0.05,40,2000,4,AOMDV,AODV
100,20,5,8,4,163.84,0.05,40,2000,4,AODV,AODV
100,20,5,8,5,163.84,0.05,40,2000,4,AODV,AODV
100,20,10,2,1,81.92,0.1,20,2000,2,DSDV,AODV
100,20,10,2,2,81.92,0.1,20,2000,2,AOMDV,AODV
100,20,10,2,3,81.92,0.1,20,2000,2,AOMDV,AODV
100,20,10,2,4,81.92,0.1,20,2000,2,AOMDV,AODV
100,20,10,2,5,81.92,0.1,20,2000,2,AODV,AODV
100,20,10,4,1,163.84,0.1,40,2000,2,AOMDV,AODV
100,20,10,4,2,163.84,0.1,40,2000,2,AOMDV,AODV
100,20,10,4,3,163.84,0.1,40,2000,2,AODV,AODV
100,20,10,4,4,163.84,0.1,40,2000,2,AOMDV,AODV
100,20,10,4,5,163.84,0.1,40,2000,2,AOMDV,AODV
100,20,10,8,1,327.68,0.1,80,2000,2,DSDV,AODV
100,20,10,8,2,327.68,0.1,80,2000,2,DSDV,AODV
100,20,10,8,3,327.68,0.1,80,2000,2,AOMDV,AODV
100,20,10,8,4,327.68,0.1,80,2000,2,AOMDV,AOMDV
100,20,10,8,5,327.68,0.1,80,2000,2,AOMDV,AOMDV
100,20,15,2,1,122.88,0.15,30,2000,1.3333333333333333,AOMDV,AODV
100,20,15,2,2,122.88,0.15,30,2000,1.3333333333333333,AOMDV,AODV
100,20,15,2,3,122.88,0.15,30,2000,1.3333333333333333,AOMDV,AODV
100,20,15,2,4,122.88,0.15,30,2000,1.3333333333333333,AODV,AODV
100,20,15,2,5,122.88,0.15,30,2000,1.3333333333333333,AODV,AODV
100,20,15,4,1,245.76,0.15,60,2000,1.3333333333333333,AOMDV,AODV
100,20,15,4,2,245.76,0.15,60,2000,1.3333333333333333,AOMDV,AODV
100,20,15,4,3,245.76,0.15,60,2000,1.3333333333333333,AOMDV,AODV
100,20,15,4,4,245.76,0.15,60,2000,1.3333333333333333,AOMDV,AOMDV
100,20,15,4,5,245.76,0.15,60,2000,1.3333333333333333,AOMDV,AODV
100,20,15,8,1,491.52,0.15,120,2000,1.3333333333333333,DSDV,DSDV
100,20,15,8,2,491.52,0.15,120,2000,1.3333333333333333,DSDV,AOMDV
100,20,15,8,3,491.52,0.15,120,2000,1.3333333333333333,DSDV,AOMDV
100,20,15,8,4,491.52,0.15,120,2000,1.3333333333333333,DSDV,DSDV
100,20,15,8,5,491.52,0.15,120,2000,1.3333333333333333,AOMDV,AOMDV
100,20,20,2,1,163.84,0.2,40,2000,1,AOMDV,AODV
100,20,20,2,2,163.84,0.2,40,2000,1,DSDV,AODV
100,20,20,2,3,163.84,0.2,40,2000,1,AOMDV,AODV
100,20,20,2,4,163.84,0.2,40,2000,1,AOMDV,AODV
100,20,20,2,5,163.84,0.2,40,2000,1,DSDV,AODV
100,20,20,4,1,327.68,0.2,80,2000,1,DSDV,DSDV
100,20,20,4,2,327.68,0.2,80,2000,1,AOMDV,AOMDV
100,20,20,4,3,327.68,0.2,80,2000,1,AOMDV,AOMDV
100,20,20,4,4,327.68,0.2,80,2000,1,DSDV,AOMDV
100,20,20,4,5,327.68,0.2,80,2000,1,AOMDV,AOMDV
100,20,20,8,1,655.36,0.2,160,2000,1,DSDV,DSDV
100,20,20,8,2,655.36,0.2,160,2000,1,DSDV,DSDV
100,20,20,8,3,655.36,0.2,160,2000,1,DSDV,DSDV
100,20,20,8,4,655.36,0.2,160,2000,1,DSDV,DSDV
100,20,20,8,5,655.36,0.2,160,2000,1,DSDV,DSDV
100,20,25,2,1,204.8,0.25,50,2000,0.8,AOMDV,AODV
100,20,25,2,2,204.8,0.25,50,2000,0.8,AOMDV,AODV
100,20,25,2,3,204.8,0.25,50,2000,0.8,AOMDV,AODV
100,20,25,2,4,204.8,0.25,50,2000,0.8,AOMDV,AODV
100,20,25,2,5,204.8,0.25,50,2000,0.8,AOMDV,AODV
100,20,25,4,1,409.6,0.25,100,2000,0.8,DSDV,DSDV
100,20,25,4,2,409.6,0.25,100,2000,0.8,DSDV,AOMDV
100,20,25,4,3,409.6,0.25,100,2000,0.8,DSDV,AOMDV
100,20,25,4,4,409.6,0.25,100,2000,0.8,DSDV,DSDV
100,20,25,4,5,409.6,0.25,100,2000,0.8,DSDV,DSDV
100,20,25,8,1,819.2,0.25,200,2000,0.8,DSDV,DSDV
100,20,25,8,2,819.2,0.25,200,2000,0.8,DSDV,DSDV
100,20,25,8,3,819.2,0.25,200,2000,0.8,DSDV,DSDV
